 epoch      loss_v        runtime(s)
  1000   83.194786     85.0511
  1010  254.602234     85.7347
  1020  246.372299     86.4458
  1030  240.453156     87.1908
  1040  871.817139     87.8859
  1050  317.257019     88.6115
  1060  233.351212     89.3398
  1070  614.288513     90.0647
  1080  498.823761     90.8031
  1090  243.088501     91.5723
  1100  315.451477     92.2853
  1110  150.483200     93.0052
  1120  227.546951     93.7389
  1130  276.067993     94.4588
  1140   58.242188     95.1970
  1150  110.245193     95.9350
  1160   63.585724     96.6687
  1170  118.147369     97.4540
  1180   94.217926     98.2344
  1190  548.189148     99.0021
  1200  374.558319     99.7739
  1210  724.156860    100.6530
  1220  416.566284    101.4147
  1230  396.113586    102.1604
  1240 1091.796387    102.8727
  1250  277.708466    103.6023
  1260  254.990021    104.3624
  1270  279.883972    105.0804
  1280   99.444496    105.8141
  1290  299.379578    106.5763
  1300  333.731201    107.3141
  1310  146.104095    108.0255
  1320  116.490089    108.7218
  1330   75.481400    109.4291
  1340   92.387405    110.1819
  1350  115.855453    110.8896
  1360  147.045685    111.5939
  1370   75.416985    112.3168
  1380  121.279747    113.0060
  1390  113.018402    113.7030
  1400  292.072693    114.4039
  1410  199.983185    115.1012
  1420  122.600395    115.9026
  1430  232.093628    116.6224
  1440  179.711960    117.3437
  1450  338.955627    118.0541
  1460  155.160004    118.7628
  1470   66.768105    119.4828
  1480  115.801781    120.2204
  1490  168.927521    120.9159
  1500  399.765991    121.6151
  1510  117.725708    122.3135
  1520   99.946976    123.0166
  1530   96.295197    123.7647
  1540   94.582306    124.4715
  1550   67.797951    125.1666
  1560   80.713516    125.8580
  1570   65.694489    126.5717
  1580  168.239822    127.2862
  1590   75.361717    127.9978
  1600  201.162003    128.6862
  1610  178.508179    129.4372
  1620  413.243561    130.1631
  1630  337.434937    130.8869
  1640  104.370956    131.5782
  1650   97.559814    132.2880
  1660  113.360077    132.9929
  1670  123.136505    133.7491
  1680  373.215393    134.4468
  1690  131.148285    135.1643
  1700  126.269516    135.8778
  1710  333.312225    136.5694
  1720  103.341904    137.3013
  1730  113.407135    138.0182
  1740   80.815201    138.7584
  1750   94.330963    139.4923
  1760   64.799072    140.1868
  1770   74.191254    140.9057
  1780  223.148926    141.6152
  1790  253.467255    142.3235
  1800   76.938103    143.0572
  1810   94.220032    143.7537
  1820  433.028137    144.4640
  1830  266.033813    145.1805
  1840   64.261238    145.9083
  1850  304.300232    146.6655
  1860  132.258850    147.3762
  1870   81.812737    148.1248
  1880   63.699047    148.8246
  1890   98.257523    149.5266
  1900  124.302589    150.2334
  1910  239.474289    150.9183
  1920  128.857010    151.6257
  1930   74.241234    152.3295
  1940  293.414978    153.0484
  1950  453.474823    153.7691
  1960   94.155647    154.4965
  1970  195.524307    155.1854
  1980  143.483582    155.8831
  1990  235.241440    156.6014
  2000  146.860291    157.3384
  2010   98.040695    158.0924
  2020  118.951218    158.8055
  2030  429.556915    159.5166
  2040  106.305664    160.2185
  2050  431.925873    160.9222
  2060  160.729889    161.6242
  2070   88.673103    162.3147
  2080   61.401489    163.0128
  2090   75.723930    163.7293
  2100  328.381226    164.4507
  2110  132.040802    165.1829
  2120  104.631393    165.9014
  2130  163.638168    166.6642
  2140  127.595490    167.3871
  2150  153.981354    168.1087
  2160  250.871613    168.8267
  2170  169.453720    169.5179
  2180  208.306259    170.2243
  2190  171.861267    170.9239
  2200   65.873871    171.6398
  2210   80.107971    172.3508
  2220  264.613312    173.1309
  2230  220.863541    173.8438
  2240   96.550285    174.5487
  2250   58.912277    175.3099
  2260   80.169418    176.0238
  2270   67.797340    176.7219
  2280  432.854675    177.4647
  2290  407.456940    178.1762
  2300  528.360107    178.9077
  2310  270.462158    179.6349
  2320   69.302116    180.3350
  2330  124.909744    181.0404
  2340  206.543762    181.7508
  2350  142.619965    182.4641
  2360  102.231949    183.1699
  2370  293.661255    183.8723
  2380  516.905029    184.5791
  2390  402.538910    185.2674
  2400   99.948898    185.9950
  2410  352.121704    186.7183
  2420   72.952576    187.4178
  2430   67.254112    188.1222
  2440   64.640442    188.8250
  2450   77.315186    189.5348
  2460   69.543243    190.2554
  2470   78.523193    190.9504
  2480   65.292198    191.6847
  2490  125.519638    192.4009
  2500  533.703125    193.1031
  2510  528.078979    193.8063
  2520  281.321136    194.5006
  2530  163.854156    195.2416
  2540  279.262146    195.9575
  2550  157.412781    196.6651
  2560   96.120216    197.3602
  2570  145.460449    198.0567
  2580  159.864304    198.7727
  2590   79.039009    199.4763
  2600   61.885033    200.1843
  2610  355.399963    200.8977
  2620  247.491745    201.5984
  2630   96.214340    202.2968
  2640  168.597153    202.9945
  2650  166.760712    203.6952
  2660   95.954361    204.4153
  2670   77.461746    205.1208
  2680   88.951904    205.8352
  2690  102.142784    206.5797
  2700  159.210159    207.2894
  2710  109.789520    208.0033
  2720  180.734695    208.7511
  2730  404.160400    209.4514
  2740   76.470680    210.1477
  2750  361.709686    210.8643
  2760  907.441772    211.5867
  2770  350.983704    212.2852
  2780  112.956985    212.9857
  2790   90.512375    213.7259
  2800  349.774170    214.4483
  2810  182.135178    215.1489
  2820  332.823517    215.9007
  2830  710.760803    216.6526
  2840  216.344101    217.3633
  2850  145.275299    218.0552
  2860  327.453369    218.7497
  2870  120.766998    219.4720
  2880  278.974426    220.1752
  2890  149.991379    220.8910
  2900  109.035011    221.6341
  2910  275.359924    222.3827
  2920  229.110611    223.1180
  2930  232.557922    223.8430
  2940  524.426025    224.5530
  2950  385.360321    225.2615
  2960   69.474594    225.9825
  2970  231.073853    226.7390
  2980  384.437347    227.4379
  2990  191.930298    228.1453
  3000   96.933701    228.8502
  3010  112.383316    229.5435
  3020   78.936211    230.2792
  3030   63.586151    230.9716
  3040  110.258041    231.6692
  3050   93.606781    232.3850
  3060   75.742844    233.1182
  3070  195.606415    233.8554
  3080  157.922363    234.5730
  3090  238.469162    235.3153
  3100  198.696136    236.0284
  3110  227.955200    236.7872
  3120   88.364197    237.5001
  3130  203.324951    238.2028
  3140  299.023560    238.8954
  3150   86.289032    239.6354
  3160   89.750938    240.3515
  3170  101.856529    241.0927
  3180   61.827953    241.8011
  3190  121.550598    242.4987
  3200   88.563271    243.2352
  3210   82.288330    243.9809
  3220  120.112198    244.7102
  3230   76.207420    245.4155
  3240  128.164200    246.1405
  3250   92.536049    246.8714
  3260  124.603928    247.5927
  3270  206.457886    248.2999
  3280  116.085182    249.0023
  3290  185.291550    249.7080
  3300  292.609833    250.4072
  3310   98.612778    251.1443
  3320  125.868378    251.8805
  3330  145.563644    252.5994
  3340  229.723419    253.3239
  3350  261.643707    254.0814
  3360  404.171265    254.8193
  3370  148.594345    255.5415
  3380  197.141663    256.2873
  3390   69.463737    257.0129
  3400  129.326309    257.7322
  3410  144.805130    258.4628
  3420   66.159592    259.1868
  3430  248.531464    259.9186
  3440  122.172882    260.6168
  3450  155.245880    261.3241
  3460  257.988983    262.0725
  3470  127.838333    262.7963
  3480  122.138046    263.5341
  3490   92.381592    264.2667
  3500  200.816772    264.9880
  3510  148.595367    265.6963
  3520   99.234390    266.4388
  3530  100.528336    267.1563
  3540  115.179916    267.8621
  3550   78.504578    268.5659
  3560   86.608788    269.2528
  3570  143.595917    269.9457
  3580  140.453003    270.7195
  3590  124.570145    271.4466
  3600   92.247070    272.1282
  3610  178.668304    272.8858
  3620  222.164688    273.6408
  3630  244.302521    274.3568
  3640  213.269913    275.0879
  3650   76.059517    275.7966
  3660  123.755516    276.5257
  3670  211.007446    277.2660
  3680  456.144470    277.9791
  3690  174.777222    278.6797
  3700  354.005798    279.4075
  3710  348.910797    280.1059
  3720   88.143578    280.8657
  3730  103.056396    281.5609
  3740  306.995209    282.2528
  3750  558.137451    283.0182
  3760  355.760040    283.7399
  3770   79.664810    284.4372
  3780   74.029671    285.1374
  3790  127.224533    285.8430
  3800  131.835312    286.5595
  3810  295.805084    287.3108
  3820   70.123009    288.0992
  3830  254.579712    288.8379
  3840   94.778336    289.5418
  3850   84.570862    290.2338
  3860  125.286026    290.9489
  3870  202.582092    291.7227
  3880  109.712509    292.4335
  3890  414.452637    293.1543
  3900  142.251953    293.8630
  3910   94.794090    294.6081
  3920   70.401237    295.3779
  3930   82.911110    296.0771
  3940  111.525764    296.7802
  3950  126.601364    297.4923
  3960  107.030609    298.1915
  3970   91.664474    298.9896
  3980  363.001434    299.7627
  3990  588.390198    300.5109
  4000  101.603386    301.2283
  4010  150.584473    301.9927
  4020  173.341064    302.7275
  4030   75.950874    303.4957
  4040   79.057556    304.2866
  4050   66.682396    304.9897
  4060  116.085236    305.7011
  4070  409.565918    306.3995
  4080  419.124420    307.0983
  4090  146.612091    307.8049
  4100   87.466270    308.5281
  4110   90.425217    309.2571
  4120  157.704712    309.9697
  4130  200.201538    310.6735
  4140   80.727066    311.3748
  4150   97.244232    312.0954
  4160  115.075638    312.7960
  4170  115.224663    313.4945
  4180  121.933060    314.2094
  4190  198.886795    314.9295
  4200  173.491196    315.7865
  4210  258.471222    316.4970
  4220  134.359955    317.1831
  4230  131.388611    317.8790
  4240  161.861237    318.5649
  4250  119.241882    319.2539
  4260  340.625458    319.9908
  4270  180.368378    320.7030
  4280  152.984772    321.4993
  4290  287.385681    322.2146
  4300   57.385204    322.9058
  4310  119.694336    323.6780
  4320   64.065269    324.3670
  4330  107.737747    325.0531
  4340  122.029236    325.8422
  4350   78.432556    326.6719
  4360  104.486557    327.3902
  4370  173.160553    328.1159
  4380   80.303490    328.8257
  4390  252.715332    329.5552
  4400  144.619415    330.3281
  4410  113.449661    331.1639
  4420  379.066315    331.9569
  4430  175.013000    332.8755
  4440   69.796249    333.8044
  4450  157.168777    334.6548
  4460  181.700851    335.5462
  4470   75.006256    336.3385
  4480  155.899353    337.0786
  4490  102.757179    337.7986
  4500   91.803726    338.5270
  4510   73.653702    339.2415
  4520   95.305573    339.9612
  4530  118.195290    340.7264
  4540  167.206390    341.4405
  4550  135.899582    342.1487
  4560   68.544106    342.8722
  4570   73.685585    343.6676
  4580   65.656342    344.3801
  4590  104.943497    345.1054
  4600  112.723473    345.8775
  4610   72.998497    346.6093
  4620  304.371399    347.3603
  4630  156.030487    348.1877
  4640  148.765961    348.9758
  4650   89.222168    349.6952
  4660  177.485626    350.4347
  4670  155.182831    351.2211
  4680   63.582077    351.9658
  4690   86.069153    352.7179
  4700   87.391861    353.4624
  4710  181.065948    354.2007
  4720  102.413284    354.9346
  4730  198.946716    355.6727
  4740  105.695312    356.4000
  4750  233.393585    357.2427
  4760  236.991165    358.0937
  4770   74.262161    358.8242
  4780   99.729080    359.5616
  4790   96.192307    360.3745
  4800   86.907593    361.1418
  4810   71.099663    362.0246
  4820  148.520477    362.7943
  4830  121.795898    363.6344
  4840   75.964706    364.3661
  4850  104.591614    365.1154
  4860  293.704224    365.8783
  4870  217.306381    366.6020
  4880  255.837738    367.3159
  4890  173.036285    368.0340
  4900  182.030167    368.7863
  4910  170.640320    369.5391
  4920  104.009018    370.3246
  4930   95.272125    371.1304
  4940  236.464951    371.8581
  4950  162.007812    372.5964
  4960  205.255554    373.3306
  4970  147.288635    374.1091
  4980  175.354492    374.8579
  4990  126.636292    375.6916
  5000  123.332024    376.4977
  5010  137.251678    377.2725
  5020  144.355850    378.0606
  5030   64.710510    378.7762
  5040  162.007324    379.5094
  5050   89.429688    380.2675
  5060   87.042343    381.0061
  5070  115.445297    381.7620
  5080   72.399948    382.5882
  5090   94.467712    383.3243
  5100  111.288704    384.0769
  5110   69.283417    384.7867
  5120  111.220894    385.4997
  5130   91.612961    386.2709
  5140   69.498039    387.0003
  5150  132.187683    387.7336
  5160  145.740356    388.4853
  5170   66.799240    389.2540
  5180  288.434906    390.0450
  5190  310.303650    390.8827
  5200  119.358093    391.6190
  5210  166.232208    392.3752
  5220  114.248077    393.1638
  5230  405.797852    393.9322
  5240  381.437195    394.6626
  5250  209.771454    395.3897
  5260  129.681686    396.1507
  5270   73.169556    397.0185
  5280   73.775223    397.7350
  5290  168.502396    398.4308
  5300  232.683075    399.1396
  5310  105.892418    399.8555
  5320   92.049637    400.6265
  5330   78.447548    401.3511
  5340  172.289993    402.0736
  5350  170.600601    402.8197
  5360  195.351746    403.5736
  5370  183.107208    404.3027
  5380   73.772758    405.0313
  5390  170.944855    405.8257
  5400  128.214874    406.5508
  5410  208.039536    407.2712
  5420   98.059883    407.9991
  5430  308.503235    408.7107
  5440  186.438431    409.4566
  5450  101.463669    410.2107
  5460  113.168030    410.9855
  5470  102.439560    411.6980
  5480   56.429607    412.4125
  5490   87.268143    413.1482
  5500  204.109436    414.0573
  5510   66.622360    414.9552
  5520  163.817902    415.6626
  5530   95.143562    416.4402
  5540  305.748230    417.1523
  5550  113.478790    418.0670
  5560   57.105007    418.8475
  5570   74.721481    419.6759
  5580  218.787704    420.4403
  5590  235.813507    421.1627
  5600  255.206085    421.8637
  5610   70.902367    422.5796
  5620  117.452583    423.3233
  5630   73.510284    424.1607
  5640   71.849976    424.9979
  5650  132.414505    425.8190
  5660  112.273224    426.6440
  5670  131.271713    427.3778
  5680   94.960655    428.0919
  5690   67.550827    428.8700
  5700  106.613113    429.6684
  5710  172.576797    430.3916
  5720  103.875191    431.1600
  5730  304.382874    432.0260
  5740  425.669312    432.7664
  5750  179.999069    433.5013
  5760   67.001877    434.2640
  5770  396.627777    435.0340
  5780  300.717346    435.7587
  5790   65.601349    436.4967
  5800   86.909294    437.2102
  5810  101.828491    437.9254
  5820  108.328476    438.6392
  5830   79.359329    439.3511
  5840   80.835999    440.0596
  5850  149.870575    440.7733
  5860   94.840256    441.4894
  5870   86.593765    442.1945
  5880  119.157173    442.9667
  5890   83.945839    443.7271
  5900  303.808136    444.4625
  5910  178.058167    445.1740
  5920   80.348999    445.8892
  5930  181.969406    446.5996
  5940  356.131134    447.3293
  5950   68.865707    448.0690
  5960  239.629288    448.9097
  5970  125.148315    449.6335
  5980   66.365402    450.3537
  5990   75.788094    451.0688
  6000  152.499359    451.7887
  6010  131.744690    452.5120
  6020  116.032181    453.2463
  6030  162.281647    454.0174
  6040   59.415771    454.7448
  6050  114.455963    455.4781
  6060   72.727135    456.2470
  6070   64.450783    456.9774
  6080  155.843063    457.7451
  6090  160.631790    458.5092
  6100   87.248901    459.2222
  6110  209.739288    459.9954
  6120   91.254410    460.7638
  6130  169.721802    461.5908
  6140  245.600113    462.3799
  6150   62.878727    463.1645
  6160   87.100304    463.9138
  6170  102.104057    464.6533
  6180   88.394012    465.4296
  6190  125.475128    466.1460
  6200  118.327782    466.8569
  6210  104.781059    467.5723
  6220   64.059746    468.2828
  6230  101.763924    469.0708
  6240   82.797256    469.7746
  6250  120.273727    470.5383
  6260  117.607437    471.2809
  6270  129.903305    472.0287
  6280   73.250824    472.7676
  6290  285.066010    473.4782
  6300  365.330688    474.1960
  6310  137.514160    474.9121
  6320  104.238388    475.6277
  6330  133.772568    476.4424
  6340  118.687836    477.2006
  6350  170.101868    477.9685
  6360  103.515671    478.6827
  6370   63.542454    479.4097
  6380  101.707764    480.1097
  6390   85.931732    480.8199
  6400   90.087189    481.5364
  6410   79.996803    482.2456
  6420   76.447578    482.9789
  6430  241.915497    483.7317
  6440  174.276138    484.4656
  6450  140.557281    485.1954
  6460   61.607449    485.9660
  6470   73.785553    486.8819
  6480  148.633713    487.6137
  6490  132.272964    488.3678
  6500  251.463913    489.0923
  6510  149.514542    489.8504
  6520   95.069260    490.5848
  6530   99.139091    491.3343
  6540  122.984108    492.0783
  6550  179.916794    492.8626
  6560  143.323914    493.6081
  6570  108.646400    494.3418
  6580  161.167725    495.0913
  6590  138.982559    495.8178
  6600  207.895432    496.5584
  6610  211.789551    497.3354
  6620  158.082397    498.1551
  6630  115.426926    498.9422
  6640  263.543182    499.6530
  6650  136.073975    500.3592
  6660   63.720032    501.0830
  6670   84.714249    501.8038
  6680   87.883202    502.5089
  6690   68.851746    503.2229
  6700   83.863708    503.9337
  6710   89.422989    504.7589
  6720  122.412781    505.5539
  6730  301.233704    506.2640
  6740  236.883133    506.9697
  6750  148.596619    507.7547
  6760  338.320831    508.4697
  6770  202.360474    509.1840
  6780   87.554268    509.9926
  6790  177.572800    510.7285
  6800  130.048004    511.4503
  6810  129.461975    512.2687
  6820  104.867416    513.2129
  6830  100.637611    513.9431
  6840   68.975700    514.6860
  6850  166.709564    515.3965
  6860  120.753799    516.2003
  6870   70.216454    517.0370
  6880   85.270859    517.9156
  6890   81.173042    518.7058
  6900   76.672142    519.4693
  6910   59.423790    520.2547
  6920   83.981384    521.0156
  6930  343.184875    521.7517
  6940  283.852814    522.5448
  6950  435.158783    523.3975
  6960  169.469177    524.1564
  6970  185.936569    524.9141
  6980  174.383270    525.6823
  6990   88.371124    526.4705
  7000  108.446465    527.2060
  7010  150.483795    527.9628
  7020  148.470245    528.7513
  7030   69.645973    529.5092
  7040   86.347168    530.2554
  7050  130.631042    531.0150
  7060   67.086899    531.8377
  7070  115.853973    532.5770
  7080   79.084335    533.2981
  7090   84.809814    534.0953
  7100  178.295624    534.8300
  7110  106.622475    535.5611
  7120   81.643417    536.3371
  7130  100.535690    537.0839
  7140   72.773407    537.8146
  7150  153.462021    538.5385
  7160  323.810791    539.2474
  7170  237.835800    539.9737
  7180  176.469940    540.7002
  7190  147.962555    541.4589
  7200  198.054794    542.2128
  7210  104.445389    542.9837
  7220   91.886711    543.7312
  7230   71.770897    544.4802
  7240   87.945801    545.2065
  7250   59.991158    545.9282
  7260  226.352554    546.6679
  7270  104.332603    547.5388
  7280  316.677307    548.2879
  7290   69.548576    549.0471
  7300  107.986084    549.7928
  7310   67.606918    550.5267
  7320   65.841499    551.2427
  7330  125.731010    552.1458
  7340   76.822853    552.9752
  7350   84.765038    553.7364
  7360  152.684753    554.4627
  7370   97.248291    555.1717
  7380   78.789658    555.9257
  7390  106.372284    556.6392
  7400  303.984802    557.3939
  7410  231.986786    558.1299
  7420  127.288361    558.8891
  7430  123.274506    559.6326
  7440  274.146362    560.4659
  7450   86.102203    561.2094
  7460  144.491302    562.0762
  7470  154.987015    562.8049
  7480   94.143456    563.5839
  7490  165.718018    564.3157
  7500   83.095093    565.0385
  7510  128.785049    565.8074
  7520  211.878082    566.7065
  7530  110.785172    567.4320
  7540  104.982864    568.2059
  7550  250.711517    568.9378
  7560  206.600204    569.7586
  7570   67.632416    570.4726
  7580   83.426910    571.1890
  7590   69.972893    571.9665
  7600   63.277130    572.6917
  7610   76.454102    573.4674
  7620  140.836945    574.2053
  7630  127.874405    574.9452
  7640   61.049458    575.7082
  7650  186.704712    576.4225
  7660   75.422073    577.1963
  7670   83.921257    578.0036
  7680   89.379875    578.7545
  7690  285.775970    579.4884
  7700  176.257156    580.2665
  7710  239.346832    580.9828
  7720   83.462234    581.7375
  7730   61.499950    582.4639
  7740   82.473740    583.1891
  7750  221.158051    583.9705
  7760   74.845963    584.7170
  7770  104.725563    585.4801
  7780   72.824570    586.2309
  7790  131.553848    586.9886
  7800  131.312744    587.7627
  7810   91.131020    588.4904
  7820  182.287125    589.2240
  7830  186.536469    589.9474
  7840  110.496773    590.7051
  7850   84.141968    591.5171
  7860   83.581604    592.3158
  7870   71.400429    593.2137
  7880  109.297607    593.9554
  7890  108.843948    594.7340
  7900   65.037720    595.4608
  7910   89.169418    596.1769
  7920  104.535599    596.8944
  7930  169.971252    597.7522
  7940   79.714859    598.6186
  7950  192.917603    599.3513
  7960  238.444305    600.0637
  7970  117.103188    600.8149
  7980   64.017311    601.5507
  7990  109.402481    602.3393
  8000   77.816574    603.0590
  8010  126.374649    603.7678
  8020  120.478630    604.4760
  8030  172.055267    605.2444
  8040  177.430664    605.9896
  8050   93.156425    606.7155
  8060  164.495636    607.4265
  8070  247.840790    608.1346
  8080   95.834274    608.8717
  8090  100.700424    609.6332
  8100  149.104660    610.3598
  8110  234.427933    611.1339
  8120  137.676132    611.9063
  8130   73.674118    612.6425
  8140  154.093323    613.4187
  8150   63.608620    614.2142
  8160  197.910812    614.9478
  8170  126.888771    615.6737
  8180  299.822998    616.3998
  8190  149.755295    617.1248
  8200  215.047348    618.0368
  8210  161.859955    618.8664
  8220   66.433105    619.6920
  8230   67.992096    620.5074
  8240   65.215706    621.2113
  8250   60.694687    622.0236
  8260   89.499634    622.7292
  8270   83.326218    623.4404
  8280  213.218933    624.2238
  8290   70.556946    624.9394
  8300  134.756180    625.6393
  8310   87.088188    626.3495
  8320   66.049187    627.0896
  8330   98.449539    627.8287
  8340  131.433594    628.5465
  8350  141.292603    629.3112
  8360   75.270432    630.0274
  8370  126.984100    630.8952
  8380  203.894348    631.6115
  8390  114.785149    632.3314
  8400  276.272430    633.0573
  8410   93.668015    633.7800
  8420  154.523300    634.5150
  8430  186.884308    635.2583
  8440   78.496277    636.0212
  8450  113.788864    636.8024
  8460  190.250580    637.5214
  8470  118.457245    638.2359
  8480   78.374878    639.0098
  8490  103.326607    639.7231
  8500   62.542358    640.4262
  8510  208.999084    641.1927
  8520  206.927856    641.9235
  8530   73.674484    642.6525
  8540  141.270508    643.4040
  8550   87.524101    644.1739
  8560   78.250214    644.9546
  8570   89.388016    645.7150
  8580  176.923203    646.4293
  8590   93.948517    647.1480
  8600   75.017303    647.8683
  8610  118.692841    648.5749
  8620   63.370831    649.3126
  8630  121.871475    650.0441
  8640   70.650032    650.8584
  8650  110.689011    651.6848
  8660  224.334167    652.4731
  8670  144.144897    653.1844
  8680   64.463722    653.9066
  8690   60.279625    654.6356
  8700   60.448029    655.4838
  8710  103.204247    656.1689
  8720  100.327148    657.0099
  8730  104.668083    657.7394
  8740   63.985458    658.5673
  8750  268.831787    659.3127
  8760  261.695312    660.0443
  8770  101.476349    660.7935
  8780  164.201233    661.5275
  8790   82.087730    662.2639
  8800   82.749359    663.0235
  8810  119.177490    663.7607
  8820  236.575653    664.4738
  8830   82.699799    665.1797
  8840  116.253540    665.8892
  8850   91.713142    666.6053
  8860  104.630905    667.3387
  8870  120.372635    668.0532
  8880  156.153748    668.8056
  8890   73.038773    669.6297
  8900   82.170273    670.6149
  8910  103.965256    671.3899
  8920  119.773529    672.1579
  8930  160.592377    672.9427
  8940  123.964417    673.6827
  8950  130.109940    674.4039
  8960   91.096893    675.2023
  8970  111.356850    675.9436
  8980   75.982574    676.7365
  8990   71.387062    677.4608
  9000   89.302780    678.1959
  9010   60.880402    679.0216
  9020   97.324341    679.8252
  9030   82.984367    680.7062
  9040  107.730682    681.5726
  9050   81.753387    682.3550
  9060   66.365150    683.1580
  9070   65.987526    683.8860
  9080   63.506523    684.6122
  9090   60.904869    685.3537
  9100   64.930016    686.0971
  9110   80.883133    686.8676
  9120  117.911209    687.7309
  9130  140.210266    688.4906
  9140  100.720818    689.2797
  9150  158.015747    690.1452
  9160   77.301529    690.8894
  9170   70.128029    691.6147
  9180   66.485519    692.3318
  9190   81.779282    693.1259
  9200   81.708664    693.8878
  9210  153.974625    694.6034
  9220   94.264862    695.3116
  9230   82.307373    696.0583
  9240  112.923218    696.7761
  9250  206.001678    697.5888
  9260   82.785362    698.4002
  9270  137.653717    699.2218
  9280  185.598969    700.0674
  9290   74.507637    700.9026
  9300   67.393494    701.7439
  9310   74.937683    702.4902
  9320   94.714340    703.2105
  9330   73.390053    703.9249
  9340   68.137390    704.6443
  9350   77.357033    705.3526
  9360  139.015518    706.0789
  9370  192.696457    706.9202
  9380   73.033897    707.6762
  9390  109.955017    708.4246
  9400  109.893684    709.1555
  9410  245.668228    709.8803
  9420  228.117523    710.6369
  9430  235.316711    711.4322
  9440  447.015106    712.1660
  9450  411.878326    712.9061
  9460   85.665192    713.7088
  9470  260.404846    714.4536
  9480  157.095169    715.2090
  9490  149.162033    715.9114
  9500  128.432495    716.6150
  9510   78.335480    717.3438
  9520  195.061386    718.0678
  9530  306.013062    718.8178
  9540   72.884903    719.5453
  9550  115.069130    720.4081
  9560   85.728577    721.2173
  9570  163.811386    722.0307
  9580   94.763245    722.8238
  9590  234.938721    723.5552
  9600  172.260376    724.4443
  9610  168.148285    725.1638
  9620   81.777534    726.0026
  9630  132.769836    726.7960
  9640  171.276642    727.5273
  9650  137.560944    728.3073
  9660  142.899506    729.0626
  9670  199.367935    729.8032
  9680   76.733963    730.6002
  9690   80.782227    731.3269
  9700   69.147415    732.0529
  9710   80.564461    732.7910
  9720  110.295952    733.5915
  9730   74.604820    734.3443
  9740  106.475174    735.1295
  9750   71.745430    735.8627
  9760   91.677231    736.6018
  9770   64.729591    737.3501
  9780  104.003677    738.1003
  9790  127.608765    738.8843
  9800  150.107422    739.6242
  9810  118.906250    740.3545
  9820  124.750381    741.1094
  9830  118.839752    741.8426
  9840  120.472046    742.5698
  9850  100.396896    743.2893
  9860   97.274376    744.0232
  9870   73.199524    744.7460
  9880  121.186531    745.5310
  9890   79.760635    746.3449
  9900   71.029861    747.1077
  9910   78.626366    747.8484
  9920  144.120773    748.5992
  9930   78.601326    749.3761
  9940  119.914612    750.0934
  9950   60.777775    750.8458
  9960   63.891636    751.5864
  9970  108.684059    752.3847
  9980  200.979706    753.1148
  9990  120.603958    753.9189
 10000   80.992432    754.8121
 10010   76.865372    755.5649
 10020  111.643738    756.3017
 10030   79.542984    757.0547
